url;classe;matiere;edition;titre
https://biblio.nathan.fr/demo/9782091317243/?openBook=9782091317243%3fdXNlck5hbWU9UU1yQXp2U1pKbEJlelZ4LzA2REFOSVlrTEluR3BpOTlTbkMzam83cXNwND0mdXNlclBhc3N3b3JkPXptZ1dyZ21YTGxLL25ibk40WG9jSmtpWXYxWlhRSVlmakRnbHhrNzR0WUk9JmRlbW89dHJ1ZSZ3YXRlcm1hcms9ZmFsc2U=;term;maths;nathan;Hyperbole Terminale - Option Maths Expertes
